#{"t_start": 1761551239.1125705, "env_id": "None"}
r,l,t
-162.01907,2057,19752.488165
-291.373737,693,19753.430282
-13.280747,802,19754.456696
-8.486034,775,19755.439827
-192.651402,1496,19759.306908
-250.42429,1036,19760.468046
-287.360113,962,19761.557574
-196.18499,935,19762.647263
-270.74696,736,19763.625817
-258.179226,822,19764.682384
-151.857334,1159,19766.041098
-345.789525,1813,19767.71165
-9.669463,1045,19771.249699
-184.374753,1241,19772.578239
-195.504594,996,19773.7081
-24.534794,1233,19775.000751
-217.906247,779,19776.002546
-15.929244,425,19776.66309
-47.739833,978,19777.784472
53.068457,340,19778.415505
-95.274618,1815,19782.417472
-305.860508,1310,19783.851543
-244.883795,1167,19785.086622
-240.343406,854,19786.140635
-373.095784,2402,19788.241506
-196.965812,2185,19792.649819
-185.65208,1083,19793.866002
-345.032424,1923,19795.601314
-132.429752,896,19796.506312
-246.398007,1531,19798.110164
-205.596455,1053,19799.309425
-238.744532,1700,19803.523854
-159.034765,1078,19804.723782
-8.651373,1005,19805.854413
-110.002161,1047,19807.034059
-191.217991,1082,19808.243877
-235.452344,582,19809.111445
-225.720974,908,19810.205806
-139.107019,927,19811.30019
-209.53064,1800,19815.323776
-209.620345,1183,19816.591235
-206.384489,987,19817.806741
76.477342,422,19818.485043
-233.501285,1026,19819.646635
47.912881,414,19820.310046
-249.13574,1531,19821.844056
-286.388005,1835,19823.591322
69.163946,340,19826.516728
-162.228377,904,19827.62402
-49.572929,2044,19829.549809
-0.042974,1495,19831.054276
-232.144627,903,19832.149919
-232.584188,1144,19833.447604
-15.008639,414,19834.097775
-330.723696,1162,19837.689293
33.197875,682,19838.67391
77.761678,821,19839.742293
-85.358645,1151,19840.977927
-269.012321,722,19841.814784
-260.206151,1120,19843.04759
-85.159571,978,19844.179877
-212.806755,1730,19845.829404
-292.260519,1095,19849.424571
-304.69361,1254,19850.732435
-296.528835,1734,19852.385882
-496.354115,2700,19854.297979
-89.341256,2058,19858.690591
-140.018944,1140,19859.963262
-172.011005,2023,19861.829445
-101.896769,1548,19863.369176
-222.129817,914,19864.464542
-384.462464,1879,19866.221148
-161.559168,1269,19870.037865
-240.143696,1821,19871.727683
21.243663,414,19872.371588
51.274294,1025,19873.517671
58.933115,414,19874.173673
-201.121014,1320,19875.547577
-13.799797,537,19876.356267
-207.695973,598,19877.233626
-244.451435,808,19878.246412
-225.008517,610,19881.545179
189.956799,340,19882.160866
-219.52123,1943,19883.951573
20.763211,614,19884.821508
-169.92379,850,19885.868245
-171.374858,1637,19887.446352
-197.647088,709,19888.389179
-327.524333,1443,19889.813408
-59.25623,1429,19893.627707
45.736351,414,19894.29061
-15.46137,972,19895.404003
-1.739434,1104,19896.603946
-104.770812,1408,19898.01935
-62.255168,973,19899.17996
-250.822908,1175,19900.42158
-143.074926,1331,19904.218014
-111.153249,1458,19905.700975
-231.612664,2343,19907.742824
-218.269918,1115,19908.963881
-196.167321,1038,19910.122133
134.723623,2038,19914.418476
64.915636,340,19915.035295
-179.580031,1455,19916.504012
-108.022615,1291,19917.88286
73.707419,340,19918.512743
-231.001813,812,19919.567422
-9.236933,1348,19921.000797
-218.443695,928,19922.084234
-198.676048,1133,19923.333606
19.897498,1124,19926.85411
-202.811318,941,19927.977378
43.358877,340,19928.613336
-29.162989,912,19929.687051
-210.014738,884,19930.790489
-192.739534,791,19931.790037
-248.161479,915,19932.866262
-297.771144,1229,19934.225317
-265.188755,2030,19938.554541
-222.130731,917,19939.636274
74.0,340,19940.244354
-229.379971,1175,19941.488629
-136.672903,1093,19942.699924
-80.604227,833,19943.749713
-91.885516,1843,19945.549417
-190.577306,1087,19946.779258
-87.10377,1141,19950.368918
-19.182906,1039,19951.537293
-33.79318,735,19952.506071
-334.393159,1313,19953.901024
-74.052923,1923,19955.670138
26.18381,782,19956.683723
-296.144788,2141,19961.045301
-270.675787,2700,19963.415372
-4.744262,1479,19964.914073
-214.994339,958,19966.034098
-45.554614,1145,19967.27703
-94.646308,2006,19971.612922
-150.651161,902,19972.678334
-4.666194,873,19973.761219
-196.780206,779,19974.763842
-113.059333,1343,19976.138735
-294.269687,1769,19977.871713
40.628548,872,19978.944686
-123.394992,1027,19982.479012
-172.21352,1171,19983.735502
-21.13158,1142,19984.971129
-242.073292,1092,19986.168832
-63.785982,1217,19987.513841
-224.782137,1408,19988.986488
-239.703448,987,19989.962238
-247.869893,924,19993.388196
-202.974573,1716,19995.018116
-235.803851,1219,19996.397745
-32.893142,972,19997.553813
-260.433124,1580,19999.095897
-199.547121,650,19999.99291
-233.150249,1024,20001.140927
74.0,340,20001.755466
-160.28497,1268,20005.655393
-119.194942,1753,20007.349133
5.630505,960,20008.513105
-48.821827,737,20009.488193
-269.291801,2548,20011.692643
168.003817,948,20012.826262
-301.992227,1231,20016.641601
-298.603947,2180,20018.63301
-144.970819,852,20019.688832
3.799398,1501,20021.190076
-259.111863,1270,20022.509442
-13.370458,1311,20026.238818
-100.381527,1235,20027.548594
-42.12919,1300,20028.91697
-127.195309,970,20030.06937
-94.346164,1384,20031.51281
9.969524,340,20032.155449
-251.742865,797,20033.196615
126.30677,340,20033.873831
99.966438,414,20034.557498
-242.175559,1916,20038.954544
-344.96413,2589,20041.246785
-12.081601,414,20041.935902
-114.040486,1759,20043.668283
-235.001252,1360,20045.029433
-262.821864,1145,20046.275446
54.292863,427,20049.376223
-13.094969,1704,20050.9635
-132.902018,2700,20053.272822
-304.517685,1309,20054.634254
-279.1777,938,20055.724075
-311.598834,2181,20059.657078
-394.980624,2221,20061.633776
89.186963,414,20062.276014
-129.127124,1147,20063.529471
-300.042483,1282,20064.827706
-210.825251,2228,20069.081153
-285.047298,1276,20070.377123
-465.887003,2511,20072.161062
-266.3348,741,20073.141747
-85.599016,1654,20074.73193
-18.185932,414,20075.406633
-128.765088,979,20076.570312
-67.402039,1223,20080.188562
-95.297403,927,20081.286902
-6.635441,414,20081.932604
79.588363,340,20082.544017
-154.143592,1094,20083.732778
-305.313302,2125,20085.640552
-210.12525,1390,20087.071432
-97.851041,933,20090.490056
47.269551,833,20091.519804
-293.565122,1639,20092.858318
-25.46755,1341,20094.266881
-86.378685,1125,20095.475541
51.284759,340,20096.083722
-270.642897,880,20097.160812
-32.987925,633,20098.069562
-30.106764,1145,20099.320041
30.530408,1153,20103.067228
-204.232342,820,20104.108428
-182.144529,1158,20105.34963
4.798635,414,20106.005167
-201.987848,707,20106.961557
-222.617145,991,20108.092235
69.91954,414,20108.741435
-52.51928,1065,20109.919375
-69.988826,2129,20114.256548
1.643234,876,20115.305911
96.107585,340,20115.918502
-49.695615,1249,20117.216883
65.370506,414,20117.887719
-107.46132,1311,20119.27047
-166.80471,1208,20120.543793
19.171722,340,20121.157318
-109.056187,1297,20122.526859
-248.406579,910,20125.910755
7.666157,954,20127.030075
-386.347696,1518,20128.308786
-245.421522,1351,20129.504556
-350.105738,1788,20131.209887
-261.78803,1287,20132.573663
80.837837,414,20133.284165
-55.765549,1234,20136.91096
-443.614356,2588,20138.745065
-88.753193,1369,20140.175304
-140.148824,1581,20141.822777
-256.525533,1017,20142.987378
19.060231,420,20143.689124
-105.491933,1382,20147.455264
-200.808151,545,20148.299201
25.630305,340,20148.900191
-239.04206,1029,20150.047281
100.951868,340,20150.657502
-278.073981,764,20151.503061
45.186791,340,20152.146808
-205.082205,1619,20153.769176
-273.34237,907,20154.844886
13.880156,340,20155.455779
-68.518793,1320,20159.259014
-11.505982,1016,20160.425182
-155.661254,1146,20161.66693
-103.46322,1392,20163.139396
-8.010701,799,20164.156979
21.224768,340,20164.787074
-179.090311,749,20165.798484
-29.632663,928,20166.922903
-325.654901,1437,20170.869594
-213.960334,1061,20172.068187
52.831859,340,20172.689359
-417.432741,1892,20174.15942
3.353106,703,20175.092104
159.422328,1693,20176.707804
-132.500284,1720,20178.394049
-54.319173,423,20181.321265
-134.26163,870,20182.377678
-192.834426,1028,20183.56827
-9.593655,340,20184.18607
-197.697635,865,20185.239896
23.619839,1160,20186.493235
74.0,340,20187.119434
22.809223,414,20187.775608
-241.227024,1657,20189.406161
-300.606677,1223,20190.700951
-58.018052,1722,20194.710649
-205.081991,611,20195.593606
-203.356041,691,20196.535161
22.929796,901,20197.599733
-28.038444,340,20198.23595
10.259072,340,20198.853826
-115.619671,1653,20200.447994
-128.226935,1160,20201.690215
-334.197453,1537,20205.73454
-176.091371,1456,20207.288224
-132.68515,1045,20208.479874
9.426936,340,20209.092168
-232.943929,1055,20210.258878
-232.876886,1947,20212.053757
24.989439,349,20212.656161
-292.938945,1634,20216.625971
-251.215625,894,20217.535252
-138.665758,1469,20218.779609
-123.190399,1127,20219.996051
-6.725219,1214,20221.314326
-406.317965,2092,20223.231318
-405.487453,2080,20227.478034
-76.679815,414,20228.139544
68.157762,426,20228.812412
-527.372595,1953,20230.659797
-189.39667,2496,20232.858677
-235.954851,1312,20234.23965
-256.441614,1527,20238.04
72.663613,699,20239.004445
-154.291185,1566,20240.553892
-187.24813,875,20241.612737
45.789799,414,20242.269819
96.356972,2163,20243.902331
-245.488246,1819,20248.088266
-73.216551,904,20249.199421
-158.043137,809,20250.219505
-148.5408,1502,20251.704395
-309.130608,2293,20253.812984
16.695623,422,20254.481474
-187.41108,1391,20258.412264
47.957708,340,20259.03318
-216.91807,2700,20260.885712
-230.13071,1537,20262.387136
-256.586388,729,20263.368226
-5.19781,340,20263.98595
-147.84997,1332,20265.355953
-109.723269,810,20266.41272
-344.880151,1539,20270.288919
-180.359642,1064,20271.471421
74.0,340,20272.108374
-14.780473,687,20273.053651
-210.687723,596,20273.931373
0.624149,1051,20275.141312
-390.698946,1687,20276.794161
-249.882073,1218,20278.110158
-75.710525,1120,20282.065756
67.224903,340,20282.67815
55.925284,414,20283.35128
-107.746814,735,20284.331145
9.024875,1274,20285.675414
-205.365051,1889,20287.458376
68.1103,340,20288.096415
-346.792459,1592,20289.399173
-254.528195,896,20292.922583
-212.488065,1095,20294.180819
-262.393756,1383,20295.617825
-205.652204,945,20296.740793
-307.48344,1045,20297.916665
-11.653023,911,20299.019362
-220.758794,1667,20300.61695
-153.94273,1156,20304.201265
-217.902582,1476,20305.44136
74.020709,340,20306.065195
-219.089611,599,20306.975741
10.446389,340,20307.599402
-216.554937,1110,20308.84469
47.902858,340,20309.479113
-135.985651,919,20310.56209
-242.349998,990,20311.695479
-204.787269,874,20312.781242
-248.376553,1189,20316.507556
-112.502437,1587,20318.082671
-5.388277,1022,20319.262807
-98.805745,1542,20320.863678
-282.509979,931,20321.9807
-305.726917,1843,20323.779954
41.96592,414,20324.464229
-333.890873,1907,20328.621178
-301.95713,1779,20330.306103
-92.085725,1009,20331.511583
80.203259,414,20332.189135
-186.73003,1325,20333.636075
-241.625334,879,20334.719691
-266.097525,1096,20338.625147
-79.776663,982,20339.749988
-76.321073,1764,20341.585298
-216.360074,1004,20342.743957
74.0,340,20343.407284
-132.970213,1300,20344.782686
-158.304559,734,20345.75716
92.904208,414,20346.41997
-238.686294,834,20347.444782
-76.141033,850,20350.993235
-183.44677,1141,20352.220857
-56.338627,1410,20353.651278
84.814991,340,20354.27175
-67.753852,1500,20355.743432
-172.9201,1304,20357.107174
7.701865,425,20357.763675
-210.070952,786,20358.813897
-109.993271,1054,20359.980725
12.249515,414,20362.964444
-54.124009,1175,20364.249986
-247.087781,1494,20365.75162
-214.412652,1009,20366.901142
-315.491014,1523,20368.420078
-162.775827,666,20369.360441
-276.198729,1201,20370.639866
-336.660061,1652,20374.40375
53.329641,340,20375.029066
-177.695005,903,20376.148786
-190.762302,1546,20377.662936
-43.565554,1489,20379.189977
-167.613009,2089,20381.093812
-279.209856,1017,20384.782539
-201.537097,592,20385.65663
0.801507,768,20386.653797
-27.206743,340,20387.267842
-216.146485,753,20388.279522
-24.119779,859,20389.340904
-178.833462,1313,20390.695854
-196.894875,897,20391.752675
-269.290965,1134,20392.981442
-154.288942,1126,20394.238298
-154.626599,677,20397.733851
-70.985951,1224,20399.100542
-180.158392,710,20400.044263
-280.107027,1462,20401.502141
-148.704351,952,20402.64414
-180.508668,808,20403.66742
-222.630253,1825,20405.359337
-133.260415,1236,20408.757286
-402.405735,1614,20410.079934
-238.177791,1602,20411.659031
-142.296369,1155,20412.888186
7.309633,413,20413.56282
-192.398691,1036,20414.731234
35.290971,2185,20418.982899
-38.026833,709,20419.912604
-226.859666,1081,20421.141167
-281.404253,1735,20422.810638
-176.573347,684,20423.754952
-38.686183,982,20424.887299
-3.953083,1566,20426.400733
-218.526432,1752,20430.456182
-223.483228,716,20431.408492
-312.99215,2360,20433.12919
-9.815741,414,20433.775841
-100.348747,2700,20435.673495
-6.704296,340,20436.293647
-295.567471,2231,20440.437022
-248.988749,923,20441.534072
-199.67729,680,20442.476584
-252.322406,1161,20443.747663
-266.306899,1598,20445.271657
80.458492,340,20445.914878
-181.931384,574,20446.831289
-3.481725,340,20447.468479
-213.780861,786,20450.773319
-24.830821,1271,20452.082395
-274.783685,1084,20453.339271
94.291471,414,20453.989177
-112.168995,1185,20455.243659
-7.534119,340,20455.85925
36.161434,1151,20457.11382
-186.239214,1148,20458.353605
-30.651271,1063,20459.543158
-274.994706,1771,20463.791628
-185.753103,658,20464.704226
-127.041968,1170,20465.958205
-231.889011,764,20466.948136
13.489467,414,20467.599555
-288.739565,1133,20468.875546
-183.604854,1026,20470.029075
-45.626012,1156,20471.28588
-5.160934,424,20474.365216
74.0,340,20474.979691
-274.901366,1359,20476.389719
-322.549918,2080,20478.309755
-193.516642,809,20479.33299
-158.236643,878,20480.404233
2.692288,938,20481.497543
-169.677554,2009,20485.646836
21.629084,340,20486.259188
-203.428476,562,20487.133431
74.210876,414,20487.799121
-194.534503,1095,20489.039695
-96.256535,1250,20490.373919
-292.522269,852,20491.408227
-323.243333,1721,20492.817701
-413.714624,2700,20496.994761
-177.696825,1030,20498.204071
-156.31336,889,20499.279922
18.782579,566,20500.137659
66.132918,769,20501.119274
-202.501922,1005,20502.260084
-250.9422,848,20503.324914
-200.40372,567,20504.225896
-254.227183,841,20505.299711
28.584818,340,20505.931387
-3.900732,340,20508.870915
-371.008056,1661,20510.456599
-445.248447,1484,20511.91962
-179.261354,1281,20513.264959
-15.424,340,20513.880793
-99.040502,589,20514.756771
-234.119349,1181,20516.039263
74.0,340,20516.700006
-386.206824,1913,20520.829965
-172.888721,855,20521.935826
-282.855061,1275,20523.090113
-64.971061,1719,20524.721003
15.141967,340,20525.330873
-110.495724,953,20526.465318
-157.592446,1091,20527.655212
-371.303561,1760,20531.509049
-31.719581,936,20532.592312
64.688406,414,20533.257499
-89.728485,1163,20534.517058
-142.611769,1320,20535.887255
-241.498417,1450,20537.316398
-46.168455,1254,20538.671799
-220.228881,779,20541.939733
-155.322814,755,20542.929714
-120.014684,1802,20544.657613
20.19341,427,20545.318843
-50.63134,858,20546.365685
38.639639,414,20547.029744
-208.989742,785,20548.040658
-18.674785,340,20548.6733
-151.083371,592,20549.601243
-240.93261,1906,20551.386094
-208.040444,1683,20555.52707
-217.819446,1350,20556.961439
-81.303635,1026,20558.13334
-171.007625,1260,20559.441329
-255.911864,877,20560.521544
-139.764792,1166,20561.804635
118.033539,410,20562.468683
-295.48366,1403,20566.406399
24.41174,420,20567.060989
-182.320366,599,20567.93438
67.289795,340,20568.584339
-176.606639,1305,20569.961196
-75.655497,1067,20571.16932
-235.251525,995,20572.31074
-472.683596,2059,20574.183013
-267.13394,1267,20577.734314
-193.71115,1450,20579.27284
67.954307,340,20579.906695
-178.424902,581,20580.78003
-185.453612,519,20581.598233
-63.797691,1019,20582.781203
-173.445681,1411,20584.227844
-1.473077,340,20584.855557
-173.534976,891,20585.92982
74.0,340,20586.55983
-226.340196,857,20589.992426
-234.085774,664,20590.909263
-64.172056,1255,20592.228626
-61.205822,638,20593.143176
-18.012733,1221,20594.453601
-96.134636,1460,20596.051082
65.817095,1767,20597.742853
-220.882244,1159,20601.51965
-364.398915,1798,20603.225096
-107.492998,1389,20604.659992
-261.278844,997,20605.820105
-226.193177,1202,20607.166031
-149.470558,1832,20608.8726
-277.728632,1282,20612.624784
-226.32487,1217,20614.089725
-117.250478,2123,20616.100701
-180.709689,1508,20617.60279
8.322056,834,20618.657385
-360.010378,1791,20622.692918
-207.70441,1409,20624.152241
35.899865,983,20625.287529
-31.427507,414,20625.963673
-185.532365,1504,20627.253897
53.259511,414,20627.913747
14.05589,1142,20629.186718
16.990724,414,20629.842602
-193.609662,1156,20631.106139
-274.24543,940,20634.679301
-179.318728,1580,20636.214278
-197.561165,1611,20637.849109
-208.084019,775,20638.866976
-272.46958,2287,20641.061135
-211.070186,1221,20644.777066
-240.758923,1308,20646.108101
-18.984933,876,20647.175762
-239.995898,799,20648.215994
-251.671947,1481,20649.701811
32.052681,416,20650.357796
-30.067356,1412,20651.776067
-76.076949,982,20652.928362
-132.153423,1337,20656.6514
110.64219,1144,20657.90664
-183.753768,2041,20659.79453
89.704424,340,20660.404639
-258.296482,875,20661.46705
-255.769662,970,20662.582807
66.0,645,20663.509152
-44.774332,831,20664.545232
16.602734,1145,20668.272465
-141.544194,1632,20669.862495
-180.833072,918,20670.942628
-158.941929,1267,20672.259567
-260.630785,978,20673.399719
-230.978604,750,20674.370554
9.125708,1210,20675.655065
-243.447074,997,20679.318897
-131.895989,1203,20680.574597
-159.746286,1691,20682.199356
37.385704,963,20683.33865
-127.629525,1024,20684.545809
-212.80491,690,20685.479077
-163.546403,1492,20686.984804
-214.837106,1638,20690.861274
-148.133172,895,20691.947107
-358.585429,1827,20693.398802
-87.572498,1870,20695.166135
-69.280458,411,20695.816973
-271.46398,1222,20697.221028
-227.2141,879,20698.325467
-107.123971,976,20701.764787
-31.364453,414,20702.439938
-114.56346,1320,20703.852378
-164.524306,1412,20705.257869
-174.413255,1240,20706.561019
-168.625687,1909,20708.371017
-149.134385,1089,20709.560879
-213.711163,990,20713.159167
-165.367135,997,20714.119174
-235.302425,877,20715.148161
-168.749849,1041,20716.300112
-30.528846,340,20716.919979
38.975613,882,20717.988921
75.416765,657,20718.925595
-139.658322,1097,20720.140957
5.180962,425,20720.7919
-260.199893,1553,20724.393665
-21.041914,414,20725.062867
-311.631505,2662,20727.373149
-172.940746,1048,20728.56159
-109.6346,1017,20729.792708
-210.710834,976,20730.986129
-212.544977,835,20732.018429
62.29102,852,20735.429837
4.509577,416,20736.089807
-198.583028,1505,20737.592626
-51.173468,787,20738.615064
-1.809792,414,20739.265066
9.566726,340,20739.878236
-7.975089,414,20740.529891
-135.335617,1162,20741.777626
-232.071194,1711,20743.408262
-172.233736,926,20744.519963
-272.165215,1032,20748.151018
-182.552211,1012,20749.299815
-215.320294,1022,20750.471537
-97.690332,824,20751.474038
68.900374,340,20752.096848
-3.240267,340,20752.717635
-60.855086,1207,20754.022739
-49.789712,1678,20755.645968
-58.896583,1266,20759.524465
-43.924053,705,20760.459938
-162.551633,841,20761.477217
-229.618838,624,20762.388489
-230.828762,2183,20764.336677
-230.991396,780,20765.315863
-163.105641,2096,20767.198394
-195.177817,1125,20770.764049
-200.095324,820,20771.774299
-37.070022,718,20772.703722
-25.502245,1016,20773.911579
48.270045,340,20774.529194
-177.568833,884,20775.57278
-249.445952,1354,20776.727522
-225.42045,1120,20777.932345
-161.428914,703,20778.89339
-267.39953,1219,20782.635107
-117.704295,1345,20784.059722
-4.591756,1420,20785.485544
37.023987,414,20786.125838
-3.368203,410,20786.769961
-228.344263,1508,20788.284817
-138.987321,893,20789.348254
-135.157119,1409,20793.10413
-193.288386,565,20793.951126
-237.914977,742,20794.976139
-243.299564,747,20795.967706
-40.825921,1426,20797.426711
45.269163,340,20798.033875
-234.923368,968,20799.160617
-253.631322,783,20800.154642
-220.216569,1243,20801.4689
-229.710904,1002,20802.598379
-252.399716,1172,20806.539826
-153.986575,1570,20808.124039
-66.58013,1587,20809.676244
-65.886825,1014,20810.804496
-470.226195,2003,20812.597312
4.698433,995,20816.170846
-195.266131,1849,20817.908181
-80.427623,1153,20819.176757
-138.566213,1057,20820.396508
-89.023618,1816,20822.114251
-159.227738,1587,20823.686801
0.742905,425,20824.338924
26.516043,340,20827.276004
54.09905,340,20827.922395
-220.663688,884,20829.003765
-119.894915,1313,20830.36428
67.765867,340,20830.976686
-122.898986,822,20832.022749
-259.655792,999,20833.179889
-407.636446,1932,20834.97953
57.082088,1165,20836.249106
-85.990812,802,20839.665955
-327.213295,2207,20841.637632
18.336276,414,20842.29445
-256.733269,986,20843.278215
55.731351,340,20843.911306
18.553652,1109,20845.169955
59.295249,340,20845.782981
-219.85133,1582,20847.311415
-219.138739,1291,20851.07161
-191.050364,811,20852.087618
-70.830592,414,20852.747636
-272.099444,857,20853.805068
114.752525,1790,20855.476083
-275.14562,1050,20856.635188
-211.440206,1022,20857.799142
20.123817,414,20858.473671
-216.251517,1109,20862.199705
-94.508603,1441,20863.69348
47.17629,919,20864.823123
74.0,340,20865.46087
-80.085521,1393,20866.931157
-164.508056,1201,20868.233888
-221.986771,981,20869.363321
-101.62693,1530,20873.235277
-243.653167,962,20874.363347
11.877413,340,20874.984465
-274.304913,1276,20876.346754
-193.272242,1044,20877.637887
12.62866,414,20878.302288
-207.153938,1657,20879.893845
-246.842089,1359,20881.303701
58.99778,340,20881.914008
-186.103362,738,20885.300134
-100.421163,1689,20886.982958
-241.711905,776,20887.972867
-187.920497,931,20888.907267
-179.809333,839,20889.959599
-225.319813,685,20890.895496
-160.179603,1744,20892.569841
58.329929,340,20893.207268
3.120147,1210,20896.84608
-296.761314,2003,20898.715931
29.979698,999,20899.875578
-217.814968,918,20900.981338
-412.892606,2079,20902.521092
-230.019294,1069,20903.705556
54.696086,414,20904.365419
-355.948609,1249,20908.201749
-248.386079,1566,20909.734512
-220.338003,1177,20910.994637
-208.868428,856,20912.082155
23.266548,1243,20913.40438
-90.37935,1246,20914.73863
-174.549388,848,20915.782682
-147.994575,965,20919.4058
38.160759,1217,20920.751993
-27.989103,1048,20921.931594
-72.083421,1154,20923.206904
-94.078707,1191,20924.484263
-217.825926,547,20925.315946
-193.422154,1179,20926.418469
-232.997976,1504,20930.221292
-253.088726,1203,20931.497345
-312.846179,1841,20933.241184
-251.671611,1769,20934.938157
-340.310927,1446,20936.418248
-215.273971,826,20937.515976
-182.742462,1555,20941.335301
100.41192,414,20941.979804
-205.046048,1440,20943.443912
-200.240356,1940,20945.217648
-110.070314,1271,20946.557384
-269.52228,1135,20947.616703
48.61418,1349,20951.326344
32.892227,414,20951.984248
-187.045188,934,20953.159005
-116.636698,1136,20954.412043
-55.39911,704,20955.341586
-148.975798,1130,20956.579293
-62.312043,1507,20958.059657
30.141082,1134,20959.302451
3.601929,340,20959.917956
-82.77662,643,20963.377495
109.059019,410,20964.021613
-203.920544,1842,20965.729582
-159.120575,965,20966.842227
-269.516954,843,20967.873631
-244.184644,1062,20969.071836
-183.800789,706,20969.993693
72.699941,340,20970.593133
8.685709,340,20971.200942
-165.912078,866,20972.236173
-29.613054,955,20975.677165
-94.550565,1132,20976.898584
-124.929575,1552,20978.429698
-9.197989,340,20979.041101
-302.932363,1204,20980.310214
-263.473131,1446,20981.728488
24.744687,340,20982.341623
-246.020564,1030,20983.512279
-54.601043,1362,20987.294846
-155.333636,868,20988.391144
83.541259,340,20988.991042
-8.351625,1461,20990.47147
-5.586518,420,20991.115894
-402.286587,1743,20992.709291
-58.446869,1472,20994.27515
74.0,340,20994.948272
-259.660367,1292,20998.710626
-210.622244,1675,21000.298315
-162.485269,1074,21001.474707
-206.977192,1046,21002.649782
-136.046217,809,21003.710038
-153.775332,1182,21004.968394
-218.830048,1314,21006.11216
-234.513245,921,21009.412688
-231.773047,869,21010.461677
89.371191,1129,21011.727564
7.563557,414,21012.3775
-62.867789,1067,21013.615274
-35.200725,1176,21014.908414
-30.445447,746,21015.874106
-22.987361,1043,21017.03467
-202.88779,1076,21018.22754
-113.161266,1262,21022.099937
-304.647768,1306,21023.42513
-75.338436,1007,21024.557893
105.194701,340,21025.170028
-10.518549,1192,21026.435074
-227.890419,997,21027.564623
-423.053811,1646,21028.892491
4.707579,340,21029.51106
-3.50032,861,21032.876097
30.757817,414,21033.5469
-3.725902,340,21034.174448
-87.470978,821,21035.195551
-71.088372,1037,21036.360771
65.862815,1640,21037.989422
-169.130808,1113,21039.228496
-244.472338,768,21040.221604
-137.193072,1161,21041.471699
-207.380492,1260,21045.124664
-220.69757,818,21046.164289
-261.861893,1497,21047.668605
-62.374387,720,21048.650091
-257.325931,1155,21049.89012
-57.870779,1073,21051.103785
-222.272302,885,21052.165491
-177.079676,1419,21056.060069
-52.884274,980,21057.202148
-109.977778,1507,21058.688831
16.948232,1249,21059.990404
-404.17373,1606,21061.280319
-240.628555,950,21062.410901
52.567704,688,21063.349109
-148.774134,1071,21067.035624
-152.802048,742,21068.026744
-74.614835,1325,21069.390447
-153.634592,880,21070.449726
-24.42103,808,21071.452455
-13.218422,340,21072.09146
-315.145085,1185,21073.352811
-214.199266,2198,21075.288524
-212.41777,1430,21079.046764
-437.040329,2065,21080.923217
-292.079594,1498,21082.423015
10.732258,414,21083.081439
-18.231433,744,21084.040627
-255.104862,1319,21085.410169
-243.607508,972,21088.854657
-187.773945,768,21089.841705
-151.340852,912,21090.987765
-170.127051,1391,21092.436115
-349.310504,1146,21093.703174
-286.52972,895,21094.771281
-205.486552,1500,21096.259104
-198.820783,911,21097.32575
3.804126,414,21100.370547
-230.440479,1819,21102.070092
-251.508968,1200,21103.35852
-134.21149,1033,21104.511431
-50.365495,1122,21105.760248
-205.123499,1213,21107.054998
-194.013759,780,21108.045485
-173.395074,759,21111.389887
-142.420064,1098,21112.610734
-187.985099,970,21113.733611
-280.031889,974,21114.849214
-205.740831,1067,21116.125016
-124.777478,1178,21117.45619
-331.389448,2700,21119.737382
-223.95669,909,21123.12743
-78.100166,737,21124.116755
-55.880265,1343,21125.461353
-165.919137,1155,21126.688255
-205.190878,513,21127.47929
-242.892687,1554,21128.744234
55.935141,1211,21129.998176
74.0,340,21130.622289
-74.275241,1668,21134.689102
-101.465988,927,21135.752763
-66.07965,424,21136.41147
-74.392106,1145,21137.650072
-194.564257,1633,21139.209389
-192.267014,930,21140.304069
-201.443491,1145,21141.552174
-170.288694,974,21145.080941
-207.637446,748,21146.049265
-249.53159,1007,21147.182791
-52.40522,924,21148.280093
5.440183,414,21148.940804
-12.08458,763,21149.954797
-63.955578,1173,21151.202146
-171.23007,1110,21152.396319
-70.233703,1722,21156.38201
-352.404516,2093,21158.012428
85.541318,340,21158.628828
-210.460938,1598,21160.16537
51.046436,340,21160.797543
-87.794039,611,21161.668023
-244.256776,1710,21163.026007
-33.811213,1091,21164.243665
-245.307112,581,21167.402596
-158.84228,1389,21168.822959
-137.425782,1178,21170.075381
-156.510444,1158,21171.316797
-361.063971,1409,21172.740548
-82.830118,940,21173.836699
-236.405099,1070,21175.024848
-189.725478,1562,21178.970908
-265.546094,1651,21180.557904
-21.14372,414,21181.226238
-67.009243,414,21181.89968
-277.647456,1675,21183.518081
-97.16927,1488,21185.046221
73.934026,1252,21186.352841
-215.17703,1451,21190.206144
-135.387101,984,21191.337603
-208.369342,1165,21192.580976
-275.330447,1129,21193.831461
-201.442742,1282,21195.214272
5.291673,414,21195.864212
63.076694,414,21196.52559
-78.101028,988,21197.659173
-93.40877,1560,21201.572982
-80.429638,855,21202.602286
-224.498705,743,21203.597582
-319.712301,1627,21205.225661
-176.80771,674,21206.156015
-58.964933,797,21207.289486
-53.536679,1185,21208.562792
65.792689,414,21209.232812
-194.455439,1740,21213.302135
-10.16914,414,21213.961693
-191.85477,816,21214.99063
-214.41544,636,21215.895928
-198.774768,786,21216.904
-189.919114,1916,21218.723332
-262.372669,1105,21219.947627
