#{"t_start": 1761551239.1125705, "env_id": "None"}
r,l,t
-104.271014,1568,4202.947294
-250.248995,2700,4204.87624
28.979222,340,4205.512494
-173.345327,1453,4206.688435
-238.027611,1476,4210.211112
-81.348849,2018,4211.731365
-274.798249,1783,4213.121403
62.022466,340,4213.745906
-320.512359,2425,4215.443525
-257.188252,2647,4219.504283
-200.784801,2700,4221.367831
-264.376989,1459,4222.58072
-241.382247,841,4223.495301
-210.179047,927,4224.446992
-198.975082,2234,4228.276816
83.381318,414,4228.931853
-273.225703,2521,4230.726399
74.0,340,4231.349731
36.849723,340,4231.961234
-431.008007,2309,4235.916279
-180.94951,1392,4237.100298
-113.027572,2566,4238.925398
-296.589389,2382,4240.611607
-256.513632,1387,4241.783707
-279.210658,2700,4245.95604
-140.991352,1715,4247.324298
-321.442198,1151,4248.371452
-272.807719,2700,4250.237494
-315.275405,1575,4253.924444
-213.728761,2700,4255.822947
-325.885879,1656,4257.172337
-133.510288,1848,4258.610187
-307.751921,2700,4262.766327
-328.804818,2700,4264.656467
-261.055128,778,4265.525022
-386.213984,1001,4266.477759
-246.376117,979,4267.439753
-90.718111,2700,4271.569958
-337.141361,2080,4273.068662
-255.796861,1356,4274.222208
63.782954,340,4274.842209
-148.29882,1729,4276.211066
-270.250855,1742,4279.868357
91.169988,2700,4281.796277
-357.474373,2700,4283.700059
-301.73648,2272,4287.627439
-372.907611,2283,4289.293111
-252.662919,2223,4290.897408
38.560139,414,4291.557026
-329.333122,2700,4295.703864
-183.49781,1813,4297.090796
135.520754,340,4297.698729
5.441681,2700,4299.57882
-370.88679,2313,4301.231205
-217.734286,1700,4304.841573
-266.142284,1257,4305.976897
-3.638479,445,4306.636953
-30.526986,414,4307.275975
-218.448402,1130,4308.330245
-188.868234,1295,4309.442814
-148.102752,1348,4310.575036
-305.587557,2209,4314.484488
-159.446246,1100,4315.498586
-136.239552,2071,4317.065454
-274.690711,2700,4318.959905
-229.467916,1628,4322.489668
109.218432,340,4323.102795
-35.491604,2700,4325.005524
33.788779,414,4325.653752
-153.736058,2227,4327.295462
-346.445648,2700,4331.364619
39.311878,418,4332.0129
-335.223415,2700,4333.905451
-314.927421,2292,4335.553908
-146.348305,1896,4339.313051
43.137543,340,4339.918305
-231.679663,1551,4341.14859
-226.76727,2054,4342.742913
-219.479235,1178,4343.811849
-100.77384,2700,4345.721724
-14.918177,415,4348.649467
-261.04246,2376,4350.329469
-394.037439,2106,4351.868235
-296.120063,2535,4353.660244
-169.389951,2116,4357.545533
-26.990298,2505,4359.338153
-255.10506,1283,4360.445058
-290.410348,2517,4362.259393
-221.98342,2700,4366.425704
-201.215251,1157,4367.511676
-220.871629,1712,4368.867467
-222.942044,2700,4370.745167
-376.254379,2700,4374.91941
-69.24616,2632,4376.785474
-183.085909,846,4377.684601
-215.17429,806,4378.595579
80.717473,340,4379.202878
-182.096014,2700,4383.429663
77.125179,2700,4385.346979
-110.412208,2700,4387.168305
-230.795197,1445,4390.618346
-331.808963,1976,4392.086561
-231.303953,2700,4393.979285
-12.484198,418,4394.622833
-318.067553,1159,4395.671304
-207.579037,1359,4396.839625
-227.664275,862,4400.088528
14.922057,340,4400.69322
-120.017084,1190,4401.785872
-298.6686,1897,4403.266358
-267.084835,2565,4405.109098
-344.379973,2216,4409.181065
-190.692103,2700,4411.092837
-258.230475,2700,4413.005234
135.773125,340,4413.637471
-268.868536,1116,4414.672715
-303.893794,2223,4418.490968
199.988529,340,4419.107253
-171.130983,1147,4420.17598
-188.979691,1624,4421.505422
-228.096841,1004,4422.473341
-471.008823,2700,4426.533761
10.966192,2700,4428.40701
-188.061132,1135,4429.461982
48.218173,414,4430.125353
-386.682612,1875,4431.532851
-463.783159,2636,4435.616209
-18.053055,414,4436.280735
-114.914838,2700,4438.347488
-321.265418,1490,4439.610235
-242.148902,1725,4440.956697
-168.315714,2275,4444.885898
-145.341538,2700,4446.777376
-128.129211,2700,4448.642556
-56.106121,2700,4452.772156
-209.544237,849,4453.689115
-115.3295,2700,4455.598344
-171.12942,1858,4457.059602
-325.048356,1152,4460.380862
-326.359874,1647,4461.693081
-232.743434,2700,4463.59224
-194.338142,2114,4465.191602
-284.743925,2700,4469.410853
-324.827692,2376,4471.135255
-380.416903,1446,4472.344601
-276.979581,2463,4474.122555
48.357536,414,4474.782927
-269.290784,2094,4478.593209
-4.093871,451,4479.266689
-116.939455,2700,4481.181077
-91.864185,2234,4482.844357
-265.711369,1505,4486.418028
99.636657,340,4487.036874
-180.191991,1908,4488.490154
-244.315131,1905,4489.962946
-165.879689,2700,4491.803809
-252.826288,2700,4496.01369
-254.153734,1140,4497.08192
74.0,414,4497.740148
-278.550463,1821,4499.149449
-129.648441,1365,4500.294779
-45.697291,1349,4503.735593
-366.512042,2584,4505.563009
-173.939813,2659,4507.42486
-60.51716,404,4508.097031
-153.401379,1897,4509.561383
-279.509053,2170,4513.379981
46.936433,418,4514.041435
-168.983563,1405,4515.281706
-292.606877,2262,4516.893677
-326.790577,2218,4518.520072
-280.265775,2667,4522.628229
33.493673,340,4523.276692
90.488816,2700,4525.181338
-221.473571,974,4526.12429
209.596931,2700,4530.287705
-265.484017,2700,4532.144019
-90.746621,1669,4533.496071
-293.025476,1948,4534.959323
-119.328765,2700,4539.122084
-234.028221,2283,4540.749979
-136.024819,2700,4542.597711
-223.351083,1526,4546.243644
21.535975,340,4546.858148
-98.1281,2700,4548.753471
-107.96428,2700,4550.579166
-107.951444,2050,4554.373581
51.707258,340,4554.988835
-215.783151,793,4555.85773
-306.901733,2114,4557.415952
-473.512552,2204,4559.054038
-118.772917,1198,4560.164557
133.020891,340,4560.789503
-161.56118,1892,4564.4958
-49.983154,2700,4566.349308
-322.246069,2700,4568.282778
-241.942899,1158,4569.33123
-158.167317,1976,4573.095497
-1.323303,414,4573.751595
-110.383134,1557,4575.032155
5.146731,416,4575.676579
-346.444175,1936,4577.147428
-133.317572,2003,4578.623666
-367.728571,2700,4582.709808
-251.388592,1105,4583.747608
87.765552,2700,4585.647654
129.690981,2700,4589.851635
37.543403,2700,4591.756669
-344.880722,2350,4593.485598
-379.131601,2381,4597.393598
74.0,417,4598.046576
-275.209692,1989,4599.537254
-213.963227,2059,4601.053596
126.760753,2700,4602.932011
-305.317368,1911,4606.650295
-177.497437,1304,4607.770587
-403.38823,2618,4609.61934
-169.303717,1618,4610.930396
-172.466339,2700,4615.101043
-239.272753,2310,4616.793329
-41.494445,2355,4618.514664
-41.772684,2700,4622.597757
-313.344581,1376,4623.758096
-261.752579,1110,4624.779361
-189.999789,1431,4625.978293
-4.043007,340,4626.583777
219.324156,2700,4628.468983
-158.735167,830,4631.58953
-345.660292,2686,4633.436367
-186.78106,1032,4634.423356
87.311234,340,4635.029153
-325.534542,1946,4636.487956
-282.46382,2668,4640.637388
84.174949,2700,4642.496464
-230.252541,1389,4643.714677
-95.744334,2700,4645.640895
-289.574703,985,4648.955559
-193.315159,2575,4650.720042
-240.087118,2700,4652.547186
-163.083614,1457,4653.759439
-158.228932,2700,4657.886276
-262.896437,1553,4659.133748
-231.694001,2700,4660.996924
-161.939679,1473,4662.21608
-94.045745,2689,4666.445325
-169.550731,1159,4667.491127
-246.107435,2183,4669.107025
-419.093494,2700,4673.246058
91.129453,2700,4675.086976
-26.500996,2336,4676.800668
-174.960168,1477,4678.038194
149.255498,340,4678.677863
-231.855097,2700,4682.751069
-406.78718,1259,4683.862961
-322.773989,2209,4685.468434
-439.908231,2135,4687.071199
-195.005576,2068,4690.995527
-284.666506,1864,4692.435848
-228.115895,1426,4693.675845
-337.021162,2700,4695.54278
-223.986751,1462,4699.066194
-142.394818,2700,4700.939493
-120.932713,2700,4702.798313
-89.098865,2343,4706.885965
-399.400946,2274,4708.60141
-161.658697,1829,4709.987684
-412.375269,2700,4711.845799
-359.163337,2700,4716.134366
-240.488561,1403,4717.325803
-273.47002,2349,4719.015286
10.362431,414,4719.666762
-149.555852,1670,4720.995495
-303.615512,2340,4724.975538
48.698589,2700,4726.876979
-44.325614,2148,4728.483766
-234.00528,2700,4732.594898
-193.01351,2187,4734.208462
-429.838188,2700,4736.037419
3.831578,424,4736.70983
-173.634341,1493,4737.953179
-165.933893,1690,4741.719632
-221.735244,2306,4743.405996
73.188313,340,4744.024152
-279.53694,1996,4745.514091
-20.041055,414,4746.159366
-62.091061,2700,4750.393176
-153.172392,1587,4751.673828
55.518932,340,4752.282127
-362.828824,2700,4754.142955
-180.228978,2130,4755.690831
-24.198032,2700,4759.813604
-256.232748,2524,4761.555522
101.275558,2700,4763.396578
-191.290281,2700,4767.690179
-170.548592,2069,4769.243517
-325.246421,1919,4770.70562
-107.426999,2700,4775.070357
-230.135148,1915,4776.492601
30.234382,340,4777.103839
-350.770112,2700,4778.958297
-243.604862,2272,4780.662288
-473.558455,2700,4784.873049
-103.692394,2700,4786.70527
-283.088226,2238,4788.350746
-230.327336,1497,4791.935935
-323.291621,2394,4793.651538
-207.623305,1677,4794.975247
8.639326,443,4795.626055
-323.036539,2456,4797.39368
-414.894242,1689,4801.137918
-76.989546,2700,4803.017501
-235.256577,2700,4804.91898
74.0,340,4805.541578
-196.556473,1779,4809.284074
-333.218346,1421,4810.463061
-251.686188,2660,4812.274493
-75.359807,1172,4813.351404
-154.782352,2700,4817.534703
74.0,340,4818.160241
-103.564438,2700,4820.015163
-259.433276,1515,4821.256547
-83.807041,2700,4823.138961
-166.75049,1727,4826.86301
-194.714293,2700,4828.75457
91.383112,340,4829.371065
-341.477785,2172,4830.952281
-7.640188,414,4831.601805
-117.609373,2700,4835.790088
-114.732472,2700,4837.695385
-225.070605,1738,4839.098296
19.49605,2700,4843.270581
-174.573211,2700,4845.176723
-135.879903,2700,4847.094132
-250.638292,1992,4850.988388
-17.525909,430,4851.656589
-264.021037,1710,4852.98985
-224.250493,1423,4854.201579
-428.475966,2225,4855.832371
-275.839452,2218,4859.886585
-243.315667,2700,4861.763407
-299.163411,2195,4863.387859
-293.998315,1472,4864.617804
-82.769791,2700,4868.802309
8.476846,425,4869.475733
-57.011562,1707,4870.787775
88.61225,340,4871.413948
-206.838476,2700,4873.315523
-279.384075,2700,4877.57516
-94.571438,2048,4879.090565
-284.504647,2508,4880.816299
122.262996,441,4881.491051
-43.657014,2700,4885.764645
-233.906566,1939,4887.235943
-256.15945,2402,4888.946157
15.565147,2700,4890.797642
-76.583351,2700,4895.04573
-30.741683,2195,4896.686816
-217.598568,1480,4897.896365
-453.861467,2543,4902.033776
50.939746,340,4902.650031
189.130257,340,4903.276997
-133.479855,1609,4904.582896
-374.0999,1987,4906.039334
-229.960871,2700,4907.887168
-3.835482,2700,4912.152959
-6.397685,2700,4914.041377
-286.943615,2700,4915.880787
-93.998876,2400,4920.037617
-338.430159,2700,4921.969366
-143.369583,2700,4923.840181
-158.734634,1666,4927.528312
43.58516,340,4928.148454
-103.669195,2017,4929.680156
-346.758597,2275,4931.303482
-372.771219,2700,4933.175381
-287.604771,2206,4937.107087
-1.259642,1571,4938.405975
-141.21404,2700,4940.253141
-308.23268,2700,4944.39955
-264.423796,2406,4946.102038
-276.363505,2700,4947.96327
-21.690654,2700,4952.143803
-32.795456,414,4952.81374
-216.693264,1290,4953.95192
-153.221996,2700,4955.772854
-187.580019,2700,4957.614944
-277.800156,2700,4962.002856
-241.293248,2700,4963.854645
-269.996592,1365,4965.006044
-316.099633,1472,4966.222892
74.0,340,4966.823952
-323.109349,2639,4970.967688
-105.965381,2700,4972.867972
-300.834018,866,4973.786682
-257.178485,2070,4977.645098
-366.340072,2696,4979.586257
-341.073984,2700,4981.441149
0.140472,425,4982.095761
-347.018528,1310,4983.256274
-130.332539,2700,4987.358478
-202.421112,2479,4989.12275
-166.778408,1151,4990.175345
-236.320178,2700,4994.345282
-192.425638,2700,4996.182787
-332.602137,1649,4997.540554
-78.078727,2700,4999.385327
9.935446,414,5000.041581
-209.454541,2700,5004.138909
-112.106572,2700,5005.998401
-226.915585,2664,5007.829211
-222.07256,1723,5011.573937
-15.706901,414,5012.223346
-179.242824,2684,5014.154173
-288.218873,2700,5015.986769
222.853409,2700,5020.278072
-207.928471,2503,5022.097144
-274.283962,1827,5023.541032
-5.27155,410,5024.204597
-233.45481,2700,5028.346556
-222.567304,1479,5029.553982
-107.959456,2700,5031.381686
-154.076918,2700,5033.267857
-283.854678,1764,5036.883953
124.300907,429,5037.55874
20.004868,2700,5039.464993
-238.814707,1370,5040.625772
-176.340131,2700,5044.876493
-207.819606,2402,5046.593614
14.758989,424,5047.242911
-246.659929,1226,5048.348504
-417.144442,2012,5049.85767
17.97838,414,5050.50306
-195.232619,1965,5054.226724
-343.43483,2337,5055.88334
-104.794325,2700,5057.740907
30.639318,414,5058.412927
-124.776205,2700,5062.498592
-9.494089,414,5063.154252
-3.265157,1712,5064.495453
-325.549052,1561,5065.789436
47.303677,414,5066.439087
29.081009,2700,5068.320779
-123.272891,1607,5071.881621
-147.30756,2450,5073.596803
-284.772186,1641,5074.923846
-298.247566,2045,5076.45952
-265.815361,1381,5079.96322
-139.613593,2700,5081.863238
-279.606944,1484,5083.11058
112.92482,415,5083.76267
-35.987856,1325,5084.903033
-426.848892,1971,5088.689884
-288.02743,2700,5090.561153
107.70797,422,5091.235249
-113.840264,1500,5092.489657
-52.887148,1587,5093.765899
74.0,340,5094.38792
-235.828923,1903,5098.174691
-433.043173,2065,5099.691251
-154.335604,2700,5101.606183
-279.573419,2700,5105.796053
-228.891838,1154,5106.83037
-7.078971,414,5107.47982
-172.092743,2026,5108.975137
-176.584052,892,5109.879274
-325.464264,2074,5111.422907
-218.447344,2283,5115.315912
-47.934698,414,5115.967314
-153.314517,1963,5117.472564
-193.005744,2700,5119.38608
-246.119066,2700,5123.445422
-111.176529,2700,5125.290396
80.691609,1535,5126.522169
63.119497,414,5127.178923
-171.313928,2608,5129.004082
-214.915815,1317,5132.43122
27.649235,2700,5134.351265
3.42497,2700,5136.239662
74.0,483,5136.925271
-95.41507,1463,5140.40256
-374.936315,2460,5142.125073
-271.343479,916,5143.072366
-39.423179,2309,5144.727442
-174.004496,2700,5148.896418
-240.623083,2162,5150.473789
-27.818077,2250,5152.074973
-314.026498,2661,5153.987864
-163.170964,1193,5157.398572
-77.820621,1095,5158.437551
-128.521013,1452,5159.663257
-9.996583,340,5160.277346
-37.428997,1385,5161.457174
-189.583674,910,5162.388487
-198.596098,1364,5163.563643
-285.267664,1516,5167.076292
-257.277356,2700,5168.995416
-298.089673,2061,5170.530289
-258.668266,812,5171.412417
-107.87382,2700,5175.52347
-193.162578,2700,5177.427853
58.191505,340,5178.049094
-162.936448,1645,5179.386936
-151.424702,2042,5180.924597
-260.904334,2315,5184.80643
-235.488274,2077,5186.404566
-345.831421,1583,5187.699555
-117.855785,1690,5189.077483
-233.290203,1520,5192.615579
-153.152699,2700,5194.565163
-47.038662,1360,5195.72291
-130.059343,1060,5196.720875
-113.538164,1688,5198.077595
-162.571365,1255,5201.44395
68.011092,414,5202.094532
-194.66288,1784,5203.477402
-391.955315,2453,5205.252464
-193.270291,796,5206.122743
-142.790788,2700,5210.212188
-68.812442,2700,5212.0737
-177.804744,2584,5213.925852
-275.076219,1387,5215.09991
-53.973545,1774,5218.857458
-260.798735,854,5219.780082
-27.005778,340,5220.397172
-217.412038,2002,5221.892102
-41.852251,414,5222.549528
-206.826874,2258,5224.208678
-144.644305,2073,5227.953064
-164.568203,1452,5229.197485
-29.799687,2700,5231.096026
-269.306544,1272,5232.211431
-146.626159,2206,5236.08506
18.627149,414,5236.747514
25.318419,340,5237.384003
-429.929007,2700,5239.267369
-236.74869,2217,5240.921592
-244.251933,1013,5241.919875
-231.369117,1592,5245.527996
-170.982474,1680,5246.895165
-342.631944,2700,5248.78593
-396.905626,2700,5250.683012
-204.853095,963,5253.963288
39.519655,340,5254.58287
-235.804416,1145,5255.633924
-161.096832,779,5256.519286
-231.293651,574,5257.275203
-234.758152,758,5258.140887
-167.836695,1268,5259.266628
-191.115403,1481,5260.501029
-216.013737,1357,5264.407764
-173.804026,1944,5265.893187
-258.773049,1628,5267.191511
-297.940874,1484,5268.499759
2.272224,2700,5270.439165
-220.351887,2700,5274.711325
-305.410512,1204,5275.771439
-17.967692,2537,5277.560812
-286.963703,2297,5281.362697
-239.523755,2700,5283.305391
-63.034355,2283,5284.967715
-253.092207,1288,5286.102811
-265.481972,1351,5287.292913
-10.359351,2700,5291.617171
-276.05739,1560,5292.897303
-377.313693,2296,5294.599147
-327.349208,2189,5298.664037
-246.725318,838,5299.572954
-177.72104,1205,5300.677174
-123.426084,1323,5301.895443
-235.060744,2595,5303.78704
-316.471,1858,5307.540003
-251.196429,938,5308.531929
71.140791,340,5309.153651
-323.348773,2700,5311.059682
-251.834034,1846,5312.495564
-215.273893,1055,5313.53144
-153.934995,1227,5316.907382
74.0,340,5317.526668
74.0,340,5318.155238
130.600048,2700,5320.025276
-99.874371,2209,5321.635993
-329.980379,2026,5323.180784
-160.224203,1206,5326.554413
74.0,340,5327.171463
-127.49061,2700,5329.055806
94.206327,340,5329.674248
-114.940806,2226,5331.299684
-34.722762,2263,5335.392156
-94.599948,2195,5337.050472
-392.683372,2700,5338.999506
-195.774743,1600,5340.297598
23.485152,2700,5344.447707
-202.299154,993,5345.460994
-284.084426,2213,5347.072785
-65.445979,2700,5349.017341
-256.02919,2700,5353.210721
-207.240787,1203,5354.28582
-19.17869,340,5354.909034
-5.753414,437,5355.558268
-106.73783,2700,5357.417004
-311.812216,2290,5361.522701
-170.559461,2312,5363.238889
-127.575076,2700,5365.113722
-325.551947,2077,5368.967607
-204.925523,2700,5370.817632
-70.755845,2169,5372.41475
-236.728037,2596,5374.25585
-148.483662,2700,5378.424795
8.68215,414,5379.068172
-276.192104,920,5379.989663
-207.170437,2700,5381.827584
-190.489336,1606,5383.176678
-207.030003,1027,5386.638076
-66.062806,424,5387.285775
31.137161,340,5387.899381
-140.884763,1798,5389.31453
-111.824151,2036,5390.825067
-121.132436,1701,5392.184507
-58.444564,1566,5395.756749
-212.707083,2700,5397.618389
-367.076806,1766,5399.000043
-201.291308,1436,5400.189256
-216.78781,2553,5404.293465
-241.391155,1121,5405.320176
15.791883,425,5405.993328
-234.375512,1331,5407.145886
-40.520969,2700,5409.031294
11.365742,414,5409.678541
64.855535,340,5410.291055
-241.568219,1969,5414.107138
-89.160426,2700,5416.013972
-348.659785,2700,5417.895149
-181.767124,1825,5421.617662
-232.071795,2500,5423.422196
-161.136909,1468,5424.653784
-300.862625,1556,5425.884527
-329.785944,1766,5427.296451
-209.609981,1676,5430.964001
-187.588797,2263,5432.602667
-247.333689,1417,5433.799073
-111.995839,2253,5435.365916
-97.202712,1607,5439.106586
-374.612673,1958,5440.567597
-327.964199,2335,5442.228663
-241.001704,1112,5443.264897
-245.28075,1295,5444.442326
-27.610272,340,5445.052781
-200.853163,1536,5448.726327
7.424584,424,5449.369072
-201.544406,1375,5450.522398
-303.030318,2314,5452.210631
-50.524412,2327,5453.913357
-223.352521,858,5457.195939
-220.002888,2010,5458.748813
-223.29351,1552,5460.005376
-249.744011,2127,5461.57231
-122.951983,2511,5465.661792
-163.831364,1094,5466.676497
47.941698,2700,5468.593776
-239.514854,1096,5469.622999
-289.925462,1220,5470.697115
-161.357853,1014,5471.689956
83.863178,426,5472.342762
-185.187358,1276,5475.772828
-160.152187,1524,5477.010079
-220.333063,2700,5478.998202
37.603601,433,5479.659796
-206.300026,2285,5481.342532
-112.152413,1738,5485.011453
39.347423,425,5485.667681
-27.015642,2481,5487.393839
-175.768421,1150,5488.479037
-300.613705,2195,5490.121353
-307.128879,2700,5494.256845
-315.846368,2700,5496.156834
33.249922,414,5496.819962
-240.9714,2426,5498.608452
-365.089222,2368,5502.544587
-219.936133,2700,5504.477234
-279.507794,2700,5506.34284
-312.254638,2266,5510.325627
84.855331,340,5510.942209
-409.192911,2446,5512.670711
-164.143818,2354,5514.400053
-245.720387,824,5515.264546
-196.284683,2087,5519.233175
-75.276504,1719,5520.594716
5.468145,2700,5522.482529
-80.262042,1989,5526.242803
-26.295926,417,5526.892864
-432.978322,2272,5528.602496
-225.936147,918,5529.54057
-435.074319,1963,5531.022366
-235.599107,2009,5532.536685
-171.107389,1589,5536.098874
-153.527137,1571,5537.374372
-165.22348,2393,5539.091885
-167.688399,2071,5540.617005
-371.195231,1587,5544.252174
-154.247236,2700,5546.154923
0.173049,340,5546.797496
52.171207,340,5547.420017
-248.987139,1714,5548.807688
-87.40303,2700,5552.938355
-7.221556,340,5553.586293
20.215348,416,5554.249338
-157.566822,2700,5556.145621
-301.857818,2271,5557.777143
-206.257075,1995,5561.776207
-155.172693,2700,5563.658268
-509.806144,1883,5565.085538
-328.602521,2675,5566.932023
-52.519282,2143,5570.7969
-320.551099,1122,5571.829971
-580.20218,2162,5573.465513
-333.21216,1611,5574.777309
-4.108766,2700,5579.049366
-125.501233,2700,5580.947009
-130.997952,1772,5582.365916
-192.176332,2700,5584.289514
-257.746597,1443,5587.899967
-386.333781,2178,5589.534021
6.058431,416,5590.18987
-238.155049,2170,5591.84066
37.443339,414,5592.487549
-54.75115,1781,5596.185261
39.529087,2700,5598.051215
-340.88715,1169,5599.129499
-107.363587,2700,5601.025198
-124.642371,2608,5605.13018
-54.361596,2700,5607.069799
-199.431204,836,5607.96769
-112.318539,1017,5608.984428
-119.74462,2700,5613.192323
75.680469,414,5613.858321
-255.892942,2700,5615.717512
-20.197571,414,5616.371078
-396.761063,1824,5617.788524
58.683493,2700,5621.946897
-232.726796,1330,5623.117001
-294.225375,1299,5624.269967
-279.83366,1622,5625.672617
-192.971617,874,5626.599387
-271.876568,1536,5627.887165
-238.714118,1891,5631.662205
-205.20253,1021,5632.685661
33.317073,340,5633.337922
-226.822697,1327,5634.485117
-227.175403,1593,5635.782742
-264.727719,2700,5637.726148
-98.184768,1161,5641.087793
-89.826966,2700,5642.998981
-189.221923,1703,5644.393163
-223.300681,1845,5645.849976
-95.592116,2700,5650.019401
5.682346,2074,5651.585281
-212.993596,2700,5653.532779
-188.853258,1164,5654.602944
-207.82034,2700,5658.851471
64.313811,414,5659.529513
-442.686058,2003,5661.069177
-170.232426,1711,5662.442747
89.898156,2343,5666.424291
-276.072383,1793,5667.831378
-239.335861,2700,5669.75354
-320.22035,1733,5671.142711
-34.791802,2700,5675.357517
-197.631417,1268,5676.504426
-38.545863,2700,5678.424405
-172.714226,1322,5679.594614
-100.756299,1479,5683.1912
11.149842,448,5683.878982
-246.249247,1709,5685.242387
-304.066593,1638,5686.56122
130.93695,340,5687.181226
-342.978918,2008,5688.744396
-181.049958,2044,5692.519963
-215.37052,1556,5693.815384
-20.606749,2700,5695.714108
-213.392098,2416,5697.483423
-188.957556,2700,5701.611489
-312.51849,1896,5703.051144
-214.997974,1550,5704.334482
-222.611279,644,5705.104675
-271.495097,1778,5706.505165
-302.011353,2271,5710.432499
-324.353332,2495,5712.205799
-195.400742,1329,5713.374264
-21.729402,1884,5714.761443
-301.951431,2113,5718.625796
74.0,340,5719.235338
-165.430665,1273,5720.353255
-207.633091,1519,5721.619542
-423.904479,2503,5723.397631
-264.638852,2700,5727.516882
74.0,340,5728.162249
-125.670948,2670,5730.033736
-77.51742,2700,5731.905269
-192.260262,1467,5735.35319
-307.358298,2489,5737.099945
-59.635242,340,5737.712091
-8.95412,414,5738.383642
-214.924287,1809,5739.795731
-125.234505,2700,5743.939445
-234.273914,1533,5745.191413
14.738002,414,5745.855645
-165.272106,1169,5746.905924
-201.709265,994,5747.897038
-22.710512,2700,5749.77154
-129.394134,2592,5753.85508
-224.447757,1302,5754.973552
-200.479764,2700,5756.80567
-234.316143,1944,5758.316081
-72.238829,2700,5762.483669
-275.708441,1288,5763.633188
-194.935345,1633,5764.915235
-193.828614,876,5765.813124
-168.585097,2700,5769.94468
-176.012041,2700,5771.852508
-92.895392,1768,5773.234542
103.586605,340,5773.857123
-229.197199,2285,5775.495611
-243.556059,1656,5779.213674
-227.926202,1711,5780.592974
-323.661142,2700,5782.485166
-230.415871,1338,5783.645511
-166.493875,2052,5787.425758
-233.874632,2329,5789.17165
-186.29878,1664,5790.471851
-209.819772,939,5791.42823
-167.209622,1808,5792.837077
-227.276785,1063,5796.07392
-83.971436,2036,5797.639349
-198.466215,2106,5799.25668
-2.810273,2700,5801.10522
-134.175448,2358,5805.060794
-239.873251,846,5806.003742
59.305791,414,5806.655465
-417.522307,2263,5808.352459
-149.784177,1935,5809.80505
-60.454609,1793,5813.404127
-260.531937,2700,5815.311502
-228.115081,1258,5816.444137
-334.417146,2333,5818.166815
-203.782529,1830,5821.863687
-157.539264,978,5822.832173
-396.883177,2595,5824.750114
39.784026,414,5825.411168
-416.95822,2700,5827.262257
-62.583426,2061,5831.089694
-344.752049,1063,5832.132907
-197.514459,2056,5833.686071
-212.096434,2700,5835.582904
-237.565794,804,5836.446036
-237.814097,2700,5840.610073
-177.514111,1257,5841.735908
-256.725022,1610,5843.036099
-97.457318,2700,5847.16604
16.228618,2700,5849.093947
-404.035838,2373,5850.818307
-243.194827,2589,5852.6314
-167.977844,2559,5856.756162
-265.308467,798,5857.658343
-193.906666,1570,5858.926206
42.157791,425,5859.583873
-183.589305,2328,5861.217824
-176.311144,2700,5865.406024
-282.281065,1702,5866.797067
-149.503634,2700,5868.661797
71.616671,340,5869.283001
-130.575545,1668,5872.853896
-373.71273,2067,5874.4139
-267.762658,1250,5875.559187
-381.800976,2005,5877.077554
-329.838077,2407,5878.794633
-279.351159,1351,5882.205662
-232.925572,2217,5883.873367
-328.301253,2700,5885.724736
-182.644065,1633,5887.073956
-285.488444,1472,5890.607516
-273.074336,1797,5891.995096
-9.237153,1751,5893.386532
-293.713437,2700,5895.296477
-193.24128,2175,5899.209697
-157.517179,2700,5901.122191
-328.826705,1275,5902.234866
-202.249546,2133,5903.837259
-219.577682,1892,5907.650729
-68.788989,2700,5909.599735
-284.707882,2407,5911.382923
33.505745,2700,5915.506716
-461.758272,2095,5917.032173
-280.06649,1652,5918.372517
-213.5629,1768,5919.774031
-300.770084,1308,5920.942443
-187.436532,839,5924.108046
-176.158992,2493,5925.924117
-147.475359,1822,5927.31092
31.390692,2700,5929.221558
-158.908923,1148,5932.539509
74.0,340,5933.16809
64.318178,415,5933.832826
18.219216,340,5934.446153
-221.789161,935,5935.422546
-414.398948,1601,5936.739974
-127.693768,1413,5937.950067
-237.742115,1239,5939.086087
-212.877949,1767,5942.739407
-230.68503,2082,5944.338352
-274.164254,2314,5946.06132
-183.714766,1864,5947.549078
-244.039895,2700,5951.704218
-205.43724,2102,5953.284746
-296.106958,1334,5954.453873
59.425958,340,5955.065991
-230.82674,2138,5956.665907
-229.741772,2377,5960.680523
-126.373532,1959,5962.192234
-158.851638,2700,5964.099849
35.13087,421,5964.764274
-290.422497,1835,5968.501376
-427.160928,2424,5970.254005
-80.427574,2670,5972.170598
-213.637341,2700,5976.294576
-289.685098,2109,5977.889858
-173.211624,1087,5978.932422
-250.511123,1802,5980.372805
-322.138933,1923,5981.86868
-197.673879,653,5982.660114
-292.094916,1444,5986.149989
-169.264524,2700,5988.063779
-189.677229,1994,5989.584251
60.059412,340,5990.201625
-46.831266,2018,5994.03123
-203.074985,1410,5995.264169
0.209664,2700,5997.164401
90.411363,414,5997.836214
-159.59056,1647,5999.2077
-10.523265,2700,6003.335868
-220.709409,2666,6005.23064
-293.527068,2252,6006.913094
-133.587289,2700,6011.059181
-116.897201,1154,6012.140727
-219.084951,2171,6013.818984
-272.973523,2700,6015.71437
-193.01829,2073,6019.606116
-230.215399,2325,6021.303326
-61.443003,1661,6022.664479
-332.973698,2307,6024.364507
-262.456702,1246,6025.519266
-80.81909,1313,6028.995721
-206.475349,1814,6030.426661
25.910805,414,6031.101283
